MSSV,HoTen,Lop,DiemToan,DiemLy,DiemHoa,DiemTB,VangPercent,XepLoai
SV0588,Ho Cong Khang,23DTH2A,7.9,7.44,7.41,7.58,0.6,Gioi
SV0589,Duong Cong Hung,23DTH2B,6.97,5.85,6.33,6.38,15.0,Kha
SV0590,Hoang Lan Trang,23DTH2C,7.15,5.6,5.95,6.23,17.4,Kha
SV0591,Tran Minh Thanh,23DTH2D,9.0,8.91,8.75,8.89,13.0,Xuat sac
SV0592,Tran Minh Khang,23DTH1A,2.63,3.45,3.92,3.33,0,Yeu
SV0593,Nguyen Gia Hung,23DTH1B,8.48,7.74,8.05,8.09,14.6,Gioi
SV0594,Ho Huong Uyen,23DTH1C,5.25,5.39,6.4,5.68,21.7,Kha
SV0595,Duong Trung Minh,23DTH1D,7.91,7.6,7.66,7.72,6.9,Gioi
SV0596,Vu Minh Phong,23DTH2A,6.76,5.88,6.81,6.48,15.3,Kha
SV0597,Phan Kim Phuong,23DTH2B,8.04,6.59,7.86,7.5,13.0,Gioi
SV0598,Le Thuy Oanh,23DTH2C,7.43,8.9,8.89,8.41,16.9,Gioi
SV0599,Pham Hoang Cuong,23DTH2D,4.6,5.59,4.38,4.86,14.0,Trung binh
SV0600,Pham Kim Quyen,23DTH1A,8.7,8.04,8.64,8.46,16.4,Gioi
SV0601,Vo Thuy Van,23DTH1B,6.17,5.41,6.04,5.87,9.3,Kha
SV0602,Phan Cong Phong,23DTH1C,9.2,8.86,8.17,8.74,0,Xuat sac
SV0603,Pham Thu Hoa,23DTH1D,5.51,6.29,5.23,5.68,9.7,Kha
SV0604,Vo Cong Viet,23DTH2A,7.18,7.75,6.95,7.29,17.7,Gioi
SV0605,Vu Thu Nhi,23DTH2B,6.72,6.57,7.69,6.99,0,Kha
SV0606,Huynh Van Khoa,23DTH2C,5.62,5.05,5.79,5.49,7.8,Trung binh
SV0607,Le Ngoc Nga,23DTH2D,8.52,8.25,9.24,8.67,13.9,Xuat sac
SV0608,Bui Huu Hung,23DTH1A,5.6,6.65,7.84,6.7,4.6,Kha
SV0609,Le Cong Nam,23DTH1B,4.96,5.15,6.38,5.5,17.2,Kha
SV0610,Dang Gia Son,23DTH1C,4.4,5.76,4.49,4.88,22.7,Trung binh
SV0611,Ho Thuy Nga,23DTH1D,5.14,5.35,6.36,5.62,19.4,Kha
SV0612,Huynh Kim Duyen,23DTH2A,3.53,4.85,4.43,4.27,12.7,Trung binh
SV0613,Vo Lan Ha,23DTH2B,7.41,7.21,7.92,7.51,15.2,Gioi
SV0614,Hoang Minh Viet,23DTH2C,8.07,7.73,8.42,8.07,3.5,Gioi
SV0615,Duong Thuy Quyen,23DTH2D,4.17,4.18,4.45,4.27,11.1,Trung binh
SV0616,Phan Gia Hung,23DTH1A,3.09,3.64,3.42,3.38,0,Yeu
SV0617,Hoang Thi Nga,23DTH1B,6.82,7.09,6.53,6.81,8.0,Kha
SV0618,Dang My Binh,23DTH1C,8.6,8.23,7.41,8.08,0,Gioi
SV0619,Dang Gia Tuan,23DTH1D,5.91,5.33,5.93,5.72,26.2,Kha
SV0620,Dang Huong Ha,23DTH2A,9.28,8.81,8.94,9.01,8.8,Xuat sac
SV0621,Dang Lan Uyen,23DTH2B,6.86,6.91,6.37,6.71,9.0,Kha
SV0622,Huynh Thanh Quyen,23DTH2C,4.72,4.47,4.65,4.61,16.0,Trung binh
SV0623,Vu Thi Yen,23DTH2D,4.03,3.24,3.69,3.65,0.1,Yeu
SV0624,Huynh Trung Nam,23DTH1A,3.98,4.0,5.32,4.43,13.8,Trung binh
SV0625,Nguyen Kim Quyen,23DTH1B,6.62,6.96,6.57,6.72,0,Kha
SV0626,Duong Hoang Hung,23DTH1C,4.71,5.51,5.42,5.21,24.8,Trung binh
SV0627,Ho Kim Chi,23DTH1D,7.01,8.21,8.28,7.83,9.5,Gioi
SV0628,Hoang Trung Nam,23DTH2A,7.22,7.14,7.98,7.45,16.2,Gioi
SV0629,Bui Quoc Cuong,23DTH2B,8.3,7.7,7.29,7.76,0,Gioi
SV0630,Vo Thanh Mai,23DTH2C,7.32,8.51,8.09,7.97,7.5,Gioi
SV0631,Nguyen Quoc Thanh,23DTH2D,6.49,5.74,6.69,6.31,3.8,Kha
SV0632,Tran Cong Son,23DTH1A,5.21,5.94,6.17,5.77,5.1,Kha
SV0633,Tran Thu Quyen,23DTH1B,6.79,6.26,7.56,6.87,19.3,Kha
SV0634,Ngo Ngoc Duyen,23DTH1C,7.31,7.61,7.91,7.61,0.5,Gioi
SV0635,Vu Gia Quan,23DTH1D,3.85,3.18,2.63,3.22,30.4,Yeu
SV0636,Huynh Thi Nhi,23DTH2A,6.97,7.31,6.45,6.91,0,Kha
SV0637,Dang Kim Hoa,23DTH2B,8.44,9.66,9.86,9.32,2.3,Xuat sac
SV0638,Phan Cong Tuan,23DTH2C,6.3,6.16,6.73,6.4,0,Kha
SV0639,Vu Ngoc Chi,23DTH2D,7.59,8.4,7.94,7.98,7.4,Gioi
SV0640,Nguyen My Oanh,23DTH1A,7.15,7.18,7.33,7.22,13.8,Gioi
SV0641,Vo Thuy Hoa,23DTH1B,6.35,4.28,5.08,5.24,13.7,Trung binh
SV0642,Vo Thu Duyen,23DTH1C,7.62,7.45,8.03,7.7,3.9,Gioi
SV0643,Nguyen Thi Giang,23DTH1D,8.84,7.87,8.3,8.34,0,Gioi
SV0644,Duong Ngoc Chi,23DTH2A,6.63,6.17,6.42,6.41,11.9,Kha
SV0645,Le Cong Khoa,23DTH2B,5.89,5.86,7.24,6.33,5.7,Kha
SV0646,Le Lan Yen,23DTH2C,6.58,6.55,6.67,6.6,2.2,Kha
SV0647,Tran Duc Hai,23DTH2D,5.52,5.93,6.69,6.05,9.6,Kha
SV0648,Do Duc Long,23DTH1A,8.23,7.31,8.12,7.89,5.8,Gioi
SV0649,Ngo Thi Lan,23DTH1B,9.0,8.53,9.69,9.07,13.9,Xuat sac
SV0650,Bui Minh Thanh,23DTH1C,4.37,5.06,5.11,4.85,0,Trung binh
SV0651,Vu Gia Long,23DTH1D,6.53,4.66,6.63,5.94,18.0,Kha
SV0652,Hoang Anh Minh,23DTH2A,5.4,5.16,5.26,5.27,10.2,Trung binh
SV0653,Phan Quoc Phuc,23DTH2B,8.0,6.93,7.91,7.61,4.6,Gioi
SV0654,Hoang Gia Quan,23DTH2C,5.95,6.25,6.75,6.32,0,Kha
SV0655,Ngo Bich Uyen,23DTH2D,3.33,3.82,3.54,3.56,4.3,Yeu
SV0656,Nguyen Trung Viet,23DTH1A,8.4,6.84,8.25,7.83,9.0,Gioi
SV0657,Vo Quoc Phuc,23DTH1B,6.83,7.54,7.32,7.23,0.6,Gioi
SV0658,Le Thi Linh,23DTH1C,4.02,5.23,5.22,4.82,12.2,Trung binh
SV0659,Duong Gia Son,23DTH1D,6.65,6.97,8.31,7.31,18.4,Gioi
SV0660,Ho Duc Tuan,23DTH2A,8.93,7.62,8.43,8.33,5.2,Gioi
SV0661,Phan Thi Phuong,23DTH2B,6.4,4.67,6.1,5.72,19.8,Kha
SV0662,Phan Ngoc Van,23DTH2C,5.44,6.3,4.95,5.56,12.7,Kha
SV0663,Hoang Van An,23DTH2D,6.5,6.14,6.97,6.54,0,Kha
SV0664,Duong Gia Dat,23DTH1A,7.29,6.83,7.46,7.19,10.4,Gioi
SV0665,Phan Anh Quan,23DTH1B,4.34,4.9,3.74,4.33,7.6,Trung binh
SV0666,Vo Van Cuong,23DTH1C,6.28,5.31,6.08,5.89,20.9,Kha
SV0667,Tran Duc Tuan,23DTH1D,7.62,7.2,7.66,7.49,8.9,Gioi
SV0668,Phan Ngoc Mai,23DTH2A,4.51,5.27,4.58,4.79,0,Trung binh
SV0669,Do Quoc Son,23DTH2B,7.27,6.02,6.37,6.55,9.7,Kha
SV0670,Nguyen Huong Linh,23DTH2C,6.3,6.45,6.19,6.31,2.2,Kha
SV0671,Vu Thanh Giang,23DTH2D,7.8,7.14,7.5,7.48,0,Gioi
SV0672,Tran Huu Long,23DTH1A,5.93,7.7,6.44,6.69,16.8,Kha
SV0673,Duong Thu Quyen,23DTH1B,4.47,4.4,3.62,4.16,11.3,Trung binh
SV0674,Ngo Thanh Phuong,23DTH1C,7.63,8.21,7.87,7.9,2.2,Gioi
SV0675,Phan Ngoc Mai,23DTH1D,7.71,7.85,8.42,7.99,0,Gioi
SV0676,Dang Duc Phuc,23DTH2A,6.36,6.99,7.3,6.88,15.8,Kha
SV0677,Vu Thi Nhi,23DTH2B,4.93,4.07,5.37,4.79,10.6,Trung binh
SV0678,Ho Gia Son,23DTH2C,6.71,5.77,7.34,6.61,0,Kha
SV0679,Phan Thuy Phuong,23DTH2D,8.07,8.02,7.66,7.92,2.0,Gioi
SV0680,Bui My Yen,23DTH1A,2.84,2.11,3.45,2.8,22.5,Yeu
SV0681,Ngo Quoc Khang,23DTH1B,6.47,5.43,5.58,5.83,9.0,Kha
SV0682,Le My Duyen,23DTH1C,5.66,6.35,6.33,6.11,0,Kha
SV0683,Bui Huu Phong,23DTH1D,6.45,7.59,7.1,7.05,21.0,Gioi
SV0684,Hoang My Giang,23DTH2A,5.98,6.19,5.31,5.83,18.1,Kha
SV0685,Ngo Thu Binh,23DTH2B,8.5,9.11,9.1,8.9,4.5,Xuat sac
SV0686,Pham Thuy Ha,23DTH2C,6.69,5.34,6.43,6.15,14.7,Kha
SV0687,Bui Anh Son,23DTH2D,8.04,7.21,7.23,7.49,10.4,Gioi
SV0688,Nguyen Huu Hung,23DTH1A,9.34,9.71,7.66,8.9,6.9,Xuat sac
SV0689,Pham Lan Hoa,23DTH1B,7.12,7.15,7.77,7.35,0,Gioi
SV0690,Vo Minh Dat,23DTH1C,7.62,6.25,7.01,6.96,14.1,Kha
SV0691,Tran Gia Cuong,23DTH1D,7.15,6.11,6.66,6.64,20.4,Kha
SV0692,Ho Kim Yen,23DTH2A,10,9.2,8.38,9.19,6.6,Xuat sac
SV0693,Phan Huu Binh,23DTH2B,6.25,6.31,5.72,6.09,11.2,Kha
SV0694,Tran Trung Cuong,23DTH2C,7.8,7.59,6.17,7.19,3.5,Gioi
SV0695,Duong Kim Thao,23DTH2D,7.47,8.54,8.24,8.08,4.4,Gioi
SV0696,Nguyen Minh Viet,23DTH1A,4.97,4.21,4.94,4.71,16.9,Trung binh
SV0697,Vu Van Hai,23DTH1B,3.82,3.86,4.25,3.98,10.1,Yeu
SV0698,Ho Thu Quyen,23DTH1C,6.65,5.52,5.32,5.83,1.6,Kha
SV0699,Duong Quoc Tuan,23DTH1D,3.4,3.98,4.56,3.98,10.2,Yeu
SV0700,Phan Thuy Oanh,23DTH2A,7.39,7.69,8.17,7.75,2.1,Gioi
SV0701,Dang Thuy Oanh,23DTH2B,6.47,7.77,8.09,7.44,0,Gioi
SV0702,Phan Ngoc Nga,23DTH2C,5.07,6.87,5.7,5.88,8.8,Kha
SV0703,Dang Huong An,23DTH2D,7.61,8.42,7.63,7.89,0,Gioi
SV0704,Phan Gia Giang,23DTH1A,6.65,6.27,5.27,6.06,6.8,Kha
SV0705,Dang Hoang Hung,23DTH1B,5.22,6.03,5.68,5.64,14.6,Kha
SV0706,Vo Lan Thao,23DTH1C,6.71,8.49,7.05,7.42,7.8,Gioi
SV0707,Le Gia Dat,23DTH1D,7.96,8.62,8.5,8.36,0.3,Gioi
SV0708,Huynh Thu Hoa,23DTH2A,5.82,6.16,5.43,5.8,20.3,Kha
SV0709,Huynh Hoang An,23DTH2B,6.23,5.17,6.32,5.91,17.2,Kha
SV0710,Dang Anh Tuan,23DTH2C,7.27,7.62,5.68,6.86,12.2,Kha
SV0711,Dang Thanh Giang,23DTH2D,7.38,6.55,7.48,7.14,0,Gioi
SV0712,Bui Hoang Nam,23DTH1A,6.5,5.74,6.88,6.37,9.9,Kha
SV0713,Dang Cong Phong,23DTH1B,7.53,8.15,8.09,7.92,0.1,Gioi
SV0714,Do Hoang Viet,23DTH1C,3.51,5.67,4.26,4.48,0,Trung binh
SV0715,Tran Lan Uyen,23DTH1D,5.11,3.08,5.01,4.4,28.9,Trung binh
SV0716,Hoang Huong Chi,23DTH2A,4.25,2.71,4.89,3.95,10.7,Yeu
SV0717,Duong Thuy Binh,23DTH2B,6.94,6.3,6.43,6.56,6.4,Kha
SV0718,Le Bich Binh,23DTH2C,6.21,6.7,7.49,6.8,13.0,Kha
SV0719,Ngo Trung Hung,23DTH2D,7.84,8.37,7.96,8.06,19.7,Gioi
SV0720,Ngo Van Hung,23DTH1A,6.08,6.99,7.33,6.8,3.0,Kha
SV0721,Dang Trung An,23DTH1B,5.85,5.86,5.66,5.79,3.7,Kha
SV0722,Ngo Anh Giang,23DTH1C,6.88,7.97,6.89,7.25,3.7,Gioi
SV0723,Tran Ngoc Yen,23DTH1D,6.63,6.28,6.83,6.58,7.4,Kha
SV0724,Duong Duc Hung,23DTH2A,6.82,6.48,5.8,6.37,24.1,Kha
SV0725,Ngo Huu Khang,23DTH2B,4.74,6.01,5.42,5.39,16.0,Trung binh
SV0726,Do Thanh Duyen,23DTH2C,5.49,5.18,5.19,5.29,1.9,Trung binh
SV0727,Phan Kim Thao,23DTH2D,6.24,5.37,5.86,5.82,4.5,Kha
SV0728,Do Thi Nhi,23DTH1A,7.82,7.57,8.42,7.94,5.7,Gioi
SV0729,Duong Duc Khoa,23DTH1B,5.33,6.0,4.92,5.42,11.6,Trung binh
SV0730,Nguyen Huong Ha,23DTH1C,3.86,4.98,4.09,4.31,0,Trung binh
SV0731,Nguyen Thi Ha,23DTH1D,7.31,7.87,8.58,7.92,13.8,Gioi
SV0732,Nguyen Minh Dat,23DTH2A,9.69,9.15,8.77,9.2,4.8,Xuat sac
SV0733,Vu Quoc Giang,23DTH2B,8.3,7.46,7.76,7.84,6.1,Gioi
SV0734,Phan My An,23DTH2C,5.16,5.14,5.34,5.21,16.1,Trung binh
SV0735,Ngo Thi Hoa,23DTH2D,5.02,5.69,5.65,5.45,15.8,Trung binh
SV0736,Dang Huu Long,23DTH1A,5.64,5.94,6.22,5.93,8.0,Kha
SV0737,Do Duc An,23DTH1B,6.49,7.86,7.03,7.13,4.6,Gioi
SV0738,Huynh Hoang Son,23DTH1C,5.7,4.7,4.97,5.12,0.5,Trung binh
SV0739,Ho Hoang Dung,23DTH1D,5.43,5.51,4.87,5.27,22.1,Trung binh
SV0740,Bui Thanh Lan,23DTH2A,7.92,7.67,7.21,7.6,11.4,Gioi
SV0741,Ngo Thanh Oanh,23DTH2B,6.17,6.64,6.53,6.45,7.4,Kha
SV0742,Pham Gia Dung,23DTH2C,6.15,7.98,5.96,6.7,10.2,Kha
SV0743,Huynh Thi Oanh,23DTH2D,7.41,6.31,5.26,6.33,0,Kha
SV0744,Le Thanh Oanh,23DTH1A,6.27,7.9,6.8,6.99,23.6,Kha
SV0745,Ngo Anh Dat,23DTH1B,4.92,4.8,5.19,4.97,13.2,Trung binh
SV0746,Dang Duc Son,23DTH1C,5.47,5.77,6.31,5.85,23.1,Kha
SV0747,Duong Huong Uyen,23DTH1D,6.71,7.56,7.39,7.22,2.5,Gioi
SV0748,Duong Hoang Khoa,23DTH2A,5.67,5.98,5.9,5.85,24.4,Kha
SV0749,Bui Ngoc Hoa,23DTH2B,4.32,6.21,5.77,5.43,15.3,Trung binh
SV0750,Pham Bich Nga,23DTH2C,8.83,8.64,8.96,8.81,3.8,Xuat sac
SV0751,Phan Anh Hai,23DTH2D,6.68,6.7,7.72,7.03,6.3,Gioi
SV0752,Tran Thi Giang,23DTH1A,7.8,6.8,7.17,7.26,18.7,Gioi
SV0753,Nguyen Hoang Thanh,23DTH1B,7.9,7.77,7.5,7.72,7.9,Gioi
SV0754,Huynh Thu Thao,23DTH1C,4.56,3.42,4.07,4.02,5.0,Trung binh
SV0755,Dang Thuy Ha,23DTH1D,3.64,2.48,3.27,3.13,14.1,Yeu
SV0756,Ngo Trung Hai,23DTH2A,7.89,8.38,7.95,8.07,9.1,Gioi
SV0757,Hoang Huu Hai,23DTH2B,6.98,7.97,8.16,7.7,23.1,Gioi
SV0758,Pham Ngoc Giang,23DTH2C,8.96,8.34,7.92,8.41,11.0,Gioi
SV0759,Nguyen Gia Hung,23DTH2D,5.24,6.0,5.71,5.65,0,Kha
SV0760,Le Hoang Son,23DTH1A,6.16,6.17,5.96,6.1,0,Kha
SV0761,Vu Gia Khang,23DTH1B,3.85,3.01,4.17,3.68,6.6,Yeu
SV0762,Tran Lan Giang,23DTH1C,6.14,7.27,5.61,6.34,23.6,Kha
SV0763,Pham Hoang Son,23DTH1D,6.38,6.71,6.85,6.65,0,Kha
SV0764,Dang Anh Phuc,23DTH2A,7.05,7.3,7.07,7.14,15.3,Gioi
SV0765,Bui Thanh Thao,23DTH2B,6.38,6.9,6.39,6.56,17.1,Kha
SV0766,Ngo Thu Quyen,23DTH2C,8.09,9.04,8.73,8.62,23.0,Xuat sac
SV0767,Vu Thu Linh,23DTH2D,8.42,7.56,8.28,8.09,12.4,Gioi
SV0768,Ho Thanh Lan,23DTH1A,8.12,7.47,6.76,7.45,19.6,Gioi
SV0769,Duong Thanh Uyen,23DTH1B,6.78,6.27,6.92,6.66,8.0,Kha
SV0770,Huynh My Nhi,23DTH1C,8.41,8.14,7.09,7.88,0,Gioi
SV0771,Vo Ngoc Nga,23DTH1D,6.4,6.09,7.0,6.5,0,Kha
SV0772,Bui Bich Yen,23DTH2A,5.27,5.75,5.78,5.6,14.4,Kha
SV0773,Nguyen Trung Dung,23DTH2B,8.21,8.52,8.45,8.39,19.4,Gioi
SV0774,Huynh Huong Ha,23DTH2C,6.74,6.32,5.67,6.24,20.0,Kha
SV0775,Huynh Van An,23DTH2D,6.29,7.63,6.49,6.8,12.6,Kha
SV0776,Nguyen Huu An,23DTH1A,5.41,5.16,5.68,5.42,24.9,Trung binh
SV0777,Le Cong Phong,23DTH1B,6.72,6.34,6.6,6.55,17.3,Kha
SV0778,Vu Duc Minh,23DTH1C,4.88,4.49,5.21,4.86,15.0,Trung binh
SV0779,Do Gia Dat,23DTH1D,7.2,7.23,7.05,7.16,1.0,Gioi
SV0780,Huynh Minh Son,23DTH2A,3.84,3.06,2.77,3.22,5.1,Yeu
SV0781,Hoang Thanh Duyen,23DTH2B,6.7,7.26,6.25,6.74,0.7,Kha
SV0782,Ngo Anh Phong,23DTH2C,5.97,4.29,5.05,5.1,8.9,Trung binh
SV0783,Ho Van Quan,23DTH2D,6.67,6.9,5.68,6.42,5.0,Kha
SV0784,Pham Quoc Dat,23DTH1A,8.67,8.69,8.65,8.67,16.0,Xuat sac
SV0785,Vu Anh Dung,23DTH1B,7.61,6.93,7.13,7.22,20.0,Gioi
SV0786,Nguyen Thi Duyen,23DTH1C,6.54,6.87,7.05,6.82,5.4,Kha
SV0787,Vu Quoc Son,23DTH1D,6.88,6.42,6.36,6.55,5.4,Kha
SV0788,Huynh Thanh Mai,23DTH2A,8.77,9.07,8.43,8.76,8.7,Xuat sac
SV0789,Ngo Thanh Duyen,23DTH2B,8.03,8.42,8.12,8.19,12.9,Gioi
SV0790,Le Huong Ha,23DTH2C,10,9.04,8.69,9.24,9.9,Xuat sac
SV0791,Ho Huong Linh,23DTH2D,7.62,5.55,7.37,6.85,12.1,Kha
SV0792,Dang Quoc Long,23DTH1A,6.46,6.98,5.92,6.45,15.3,Kha
SV0793,Duong Kim Chi,23DTH1B,7.3,7.37,6.89,7.19,19.6,Gioi
SV0794,Dang Thuy Binh,23DTH1C,6.63,6.26,5.74,6.21,10.9,Kha
SV0795,Do Huu Khang,23DTH1D,6.63,7.97,6.72,7.11,13.3,Gioi
SV0796,Hoang Thu Ha,23DTH2A,5.03,4.17,5.18,4.79,0,Trung binh
SV0797,Le Duc Binh,23DTH2B,3.46,3.2,3.04,3.23,0.5,Yeu
SV0798,Hoang Gia Hung,23DTH2C,6.77,6.07,6.26,6.37,7.7,Kha
SV0799,Phan Quoc Minh,23DTH2D,6.38,7.72,7.0,7.03,1.2,Gioi
SV0800,Tran Trung Tuan,23DTH1A,4.82,5.67,4.32,4.94,6.2,Trung binh
SV0801,Hoang Gia Viet,23DTH1B,7.3,7.93,8.77,8.0,18.3,Gioi
SV0802,Dang Duc Son,23DTH1C,6.56,6.87,6.92,6.78,14.7,Kha
SV0803,Hoang Huong Thao,23DTH1D,9.0,9.06,8.56,8.87,0,Xuat sac
SV0804,Huynh My Mai,23DTH2A,7.18,6.77,6.38,6.78,4.7,Kha
SV0805,Tran Van Long,23DTH2B,3.41,3.5,4.89,3.93,19.1,Yeu
SV0806,Tran Huong Trang,23DTH2C,6.26,6.84,7.12,6.74,12.4,Kha
SV0807,Dang My Phuong,23DTH2D,5.24,4.87,6.26,5.46,19.9,Trung binh
SV0808,Ho Thi Thao,23DTH1A,6.67,6.71,7.53,6.97,10.1,Kha
SV0809,Bui Thanh Phuong,23DTH1B,5.58,5.83,5.48,5.63,21.0,Kha
SV0810,Duong Thanh Quyen,23DTH1C,6.43,6.15,6.41,6.33,1.7,Kha
SV0811,Ho Trung Hung,23DTH1D,8.11,7.17,8.24,7.84,21.8,Gioi
SV0812,Vu Huong Mai,23DTH2A,2.03,1.94,1.71,1.89,10.6,Yeu
SV0813,Dang Hoang Hung,23DTH2B,6.72,7.34,5.91,6.66,19.8,Kha
SV0814,Dang Gia Viet,23DTH2C,6.76,6.26,7.16,6.73,10.7,Kha
SV0815,Vu Huu Hung,23DTH2D,2.78,2.22,3.26,2.75,13.6,Yeu
SV0816,Vu Hoang Dung,23DTH1A,4.7,4.5,4.4,4.53,13.4,Trung binh
SV0817,Le Cong Phong,23DTH1B,4.74,6.39,6.43,5.85,12.8,Kha
SV0818,Ngo Thuy Ha,23DTH1C,4.49,4.93,3.71,4.38,8.0,Trung binh
SV0819,Pham Huong Phuong,23DTH1D,5.26,4.46,5.41,5.04,7.6,Trung binh
SV0820,Nguyen Van An,23DTH2A,6.47,7.21,7.64,7.11,12.0,Gioi
SV0821,Ho Minh Giang,23DTH2B,4.93,5.07,4.05,4.68,10.3,Trung binh
SV0822,Nguyen Thi Phuong,23DTH2C,4.03,4.83,4.14,4.33,9.9,Trung binh
SV0823,Vo Minh Nam,23DTH2D,6.39,6.97,6.14,6.5,10.3,Kha
SV0824,Phan Duc Hung,23DTH1A,4.48,3.95,4.64,4.36,12.5,Trung binh
SV0825,Ngo Bich Binh,23DTH1B,7.22,7.09,6.95,7.09,18.9,Gioi
SV0826,Duong My Nhi,23DTH1C,5.62,5.19,5.29,5.37,18.9,Trung binh
SV0827,Pham Cong An,23DTH1D,6.54,6.83,6.83,6.73,2.5,Kha
SV0828,Duong Lan An,23DTH2A,7.96,7.65,7.7,7.77,11.0,Gioi
SV0829,Vo Ngoc Yen,23DTH2B,5.91,5.13,4.64,5.23,7.3,Trung binh
SV0830,Huynh Kim Hoa,23DTH2C,8.91,7.94,7.73,8.19,17.5,Gioi
SV0831,Le Lan Hoa,23DTH2D,5.93,5.36,5.09,5.46,23.3,Trung binh
SV0832,Le Trung Khoa,23DTH1A,7.54,6.86,6.37,6.92,10.5,Kha
SV0833,Phan Huong Nhi,23DTH1B,6.9,7.3,7.04,7.08,2.5,Gioi
SV0834,Duong Thuy Chi,23DTH1C,9.52,8.57,8.09,8.73,11.2,Xuat sac
SV0835,Ngo Thuy Uyen,23DTH1D,8.0,7.61,7.29,7.63,0,Gioi
SV0836,Dang Lan Giang,23DTH2A,7.58,7.88,8.59,8.02,7.2,Gioi
SV0837,Ngo Thu An,23DTH2B,5.56,4.66,4.99,5.07,15.4,Trung binh
SV0838,Do Thuy Uyen,23DTH2C,6.1,5.68,6.15,5.98,0,Kha
SV0839,Ho Anh Phuc,23DTH2D,5.87,7.26,7.48,6.87,18.6,Kha
SV0840,Tran Ngoc Trang,23DTH1A,5.09,5.13,5.27,5.16,17.6,Trung binh
SV0841,Duong Gia Viet,23DTH1B,7.23,6.23,7.98,7.15,17.2,Gioi
SV0842,Hoang Kim Trang,23DTH1C,8.1,7.77,9.13,8.33,10.5,Gioi
SV0843,Pham Huong Giang,23DTH1D,4.05,4.11,4.44,4.2,8.1,Trung binh
SV0844,Vu Kim Duyen,23DTH2A,7.0,8.73,7.34,7.69,15.7,Gioi
SV0845,Ho Thuy Trang,23DTH2B,5.83,7.07,6.65,6.52,6.1,Kha
SV0846,Bui Anh Hung,23DTH2C,7.16,6.48,7.79,7.14,20.9,Gioi
SV0847,Vu Thuy Hoa,23DTH2D,7.39,7.86,7.56,7.6,28.7,Gioi
SV0848,Do Cong Hai,23DTH1A,3.61,3.75,2.15,3.17,12.1,Yeu
SV0849,Ngo Van An,23DTH1B,9.96,8.9,9.03,9.3,13.5,Xuat sac
SV0850,Do Hoang Khang,23DTH1C,4.82,4.9,5.96,5.23,16.5,Trung binh
SV0851,Dang Huong Binh,23DTH1D,4.48,4.97,4.34,4.6,0,Trung binh
SV0852,Le Thu Linh,23DTH2A,8.17,8.89,8.0,8.35,13.8,Gioi
SV0853,Vu Gia Cuong,23DTH2B,4.52,4.88,4.56,4.65,13.1,Trung binh
SV0854,Pham Van Phuc,23DTH2C,4.53,4.52,3.48,4.18,13.8,Trung binh
SV0855,Le Quoc Khoa,23DTH2D,8.69,7.83,8.4,8.31,1.6,Gioi
SV0856,Phan Cong Long,23DTH1A,7.23,7.3,7.38,7.3,9.8,Gioi
SV0857,Phan Huu Hung,23DTH1B,8.76,9.25,9.13,9.05,1.7,Xuat sac
SV0858,Pham My Duyen,23DTH1C,2.62,4.37,4.43,3.81,8.5,Yeu
SV0859,Huynh Huong Duyen,23DTH1D,8.01,8.52,7.75,8.09,11.0,Gioi
SV0860,Tran Huu Quan,23DTH2A,8.06,7.34,7.82,7.74,7.1,Gioi
SV0861,Vo Thi Quyen,23DTH2B,7.1,6.81,6.54,6.82,12.8,Kha
SV0862,Bui Anh Phuc,23DTH2C,5.49,6.04,5.56,5.7,7.2,Kha
SV0863,Tran Ngoc Mai,23DTH2D,8.29,7.75,7.9,7.98,6.0,Gioi
SV0864,Phan Huu Viet,23DTH1A,7.13,6.67,7.2,7.0,19.1,Gioi
SV0865,Vu Anh Khoa,23DTH1B,7.35,7.62,7.88,7.62,6.4,Gioi
SV0866,Dang Thu Binh,23DTH1C,7.33,6.27,7.57,7.06,0,Gioi
SV0867,Duong Huu Phong,23DTH1D,6.84,6.31,6.14,6.43,9.2,Kha
SV0868,Nguyen Quoc Thanh,23DTH2A,8.66,7.74,8.61,8.34,0.6,Gioi
SV0869,Tran Thu Quyen,23DTH2B,6.66,6.6,5.51,6.26,9.1,Kha
SV0870,Ngo My Hoa,23DTH2C,9.73,8.42,10,9.38,18.0,Xuat sac
SV0871,Le Anh Giang,23DTH2D,9.24,8.61,8.29,8.71,22.6,Xuat sac
SV0872,Nguyen Gia Cuong,23DTH1A,8.44,7.66,7.18,7.76,22.7,Gioi
SV0873,Nguyen Duc Viet,23DTH1B,5.87,6.83,5.59,6.1,4.2,Kha
SV0874,Tran Kim An,23DTH1C,6.96,7.37,7.82,7.38,18.5,Gioi
SV0875,Ho Cong Khang,23DTH1D,6.38,6.99,6.68,6.68,16.7,Kha
SV0876,Huynh Thi Nga,23DTH2A,6.1,7.23,6.36,6.56,0.6,Kha
SV0877,Hoang Minh Dat,23DTH2B,2.08,3.64,2.66,2.79,10.0,Yeu
SV0878,Dang Hoang Nam,23DTH2C,7.61,8.21,8.23,8.02,3.3,Gioi
SV0879,Duong Thanh Phuong,23DTH2D,5.43,4.47,5.31,5.07,6.3,Trung binh
SV0880,Le Quoc Cuong,23DTH1A,7.53,7.95,7.41,7.63,11.7,Gioi
SV0881,Nguyen Huong Thao,23DTH1B,7.07,7.88,7.21,7.39,28.9,Gioi
